danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_artist
0.532,0.355,1,-6.632,1,0.332,0.732,0.0,0.105,0.399,82.713,audio_features,22sAwsBH0NoNJXnrBenQuO,spotify:track:22sAwsBH0NoNJXnrBenQuO,https://api.spotify.com/v1/tracks/22sAwsBH0NoNJXnrBenQuO,https://api.spotify.com/v1/audio-analysis/22sAwsBH0NoNJXnrBenQuO,120461,3,Sem Aliança no Dedo,MC Xenon
0.73,0.422,5,-6.211,0,0.0678,0.123,0.00292,0.105,0.505,118.427,audio_features,28luqgS4NCuFKP6YSOtia5,spotify:track:28luqgS4NCuFKP6YSOtia5,https://api.spotify.com/v1/tracks/28luqgS4NCuFKP6YSOtia5,https://api.spotify.com/v1/audio-analysis/28luqgS4NCuFKP6YSOtia5,173785,4,Foreplay,Jalen Santoy
0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,audio_features,2N3U8uTYhjX2KwGT0pf5x0,spotify:track:2N3U8uTYhjX2KwGT0pf5x0,https://api.spotify.com/v1/tracks/2N3U8uTYhjX2KwGT0pf5x0,https://api.spotify.com/v1/audio-analysis/2N3U8uTYhjX2KwGT0pf5x0,260987,4,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky
0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044,audio_features,2ouFrmMwYik8nQX2n9SeZu,spotify:track:2ouFrmMwYik8nQX2n9SeZu,https://api.spotify.com/v1/tracks/2ouFrmMwYik8nQX2n9SeZu,https://api.spotify.com/v1/audio-analysis/2ouFrmMwYik8nQX2n9SeZu,261001,4,On My Knees,RÜFÜS DU SOL
0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,audio_features,2rgtCOVK2tpfao2VjURn84,spotify:track:2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/tracks/2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/audio-analysis/2rgtCOVK2tpfao2VjURn84,203520,4,Lovers on the Sun (feat. Sam Martin),David Guetta
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4,Unforgettable,French Montana
0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,audio_features,3wScL5W8H40zzCKN0atfBk,spotify:track:3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk,https://api.spotify.com/v1/audio-analysis/3wScL5W8H40zzCKN0atfBk,194184,4,Uproar,Lil Wayne
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,spotify:track:4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/tracks/4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/audio-analysis/4X5f3vT8MRuXF68pfjNte5,233787,4,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky
0.782,0.885,11,-6.439,0,0.131,0.00845,0.0,0.0725,0.608,94.491,audio_features,5G0IKeid1KIFnfUb3RCgp3,spotify:track:5G0IKeid1KIFnfUb3RCgp3,https://api.spotify.com/v1/tracks/5G0IKeid1KIFnfUb3RCgp3,https://api.spotify.com/v1/audio-analysis/5G0IKeid1KIFnfUb3RCgp3,172755,4,Wicked,JMB Juvie
0.617,0.621,11,-10.233,1,0.0306,0.0207,3.8e-05,0.0879,0.378,124.992,audio_features,5K8cyMKcnG4rx5ocW3u7OW,spotify:track:5K8cyMKcnG4rx5ocW3u7OW,https://api.spotify.com/v1/tracks/5K8cyMKcnG4rx5ocW3u7OW,https://api.spotify.com/v1/audio-analysis/5K8cyMKcnG4rx5ocW3u7OW,227173,4,Ordinary Love - Extraordinary Mix,U2
0.893,0.48,1,-3.728,0,0.356,0.00855,0.0,0.116,0.382,86.976,audio_features,5lFDtgWsjRJu8fPOAyJIAK,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/tracks/5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/audio-analysis/5lFDtgWsjRJu8fPOAyJIAK,170638,4,Back To Back,Drake
0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,audio_features,5qHirGR7M9tdm6C17DlzSY,spotify:track:5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/tracks/5qHirGR7M9tdm6C17DlzSY,https://api.spotify.com/v1/audio-analysis/5qHirGR7M9tdm6C17DlzSY,121347,4,REEL IT IN,Aminé
0.646,0.918,9,-4.112,1,0.0346,0.382,1.87e-05,0.251,0.87,143.943,audio_features,6Ulh9GPYz6JKdv04qc3q2U,spotify:track:6Ulh9GPYz6JKdv04qc3q2U,https://api.spotify.com/v1/tracks/6Ulh9GPYz6JKdv04qc3q2U,https://api.spotify.com/v1/audio-analysis/6Ulh9GPYz6JKdv04qc3q2U,153958,4,Dengo,João Gomes
0.734,0.751,1,-7.26,1,0.285,0.00529,0.0,0.183,0.56,161.997,audio_features,6V4KHt9xu4TPEnDFoBeacT,spotify:track:6V4KHt9xu4TPEnDFoBeacT,https://api.spotify.com/v1/tracks/6V4KHt9xu4TPEnDFoBeacT,https://api.spotify.com/v1/audio-analysis/6V4KHt9xu4TPEnDFoBeacT,159916,4,Rubbin off the Paint,YBN Nahmir
0.677,0.868,11,-4.313,0,0.0322,0.594,0.0,0.0967,0.966,95.994,audio_features,6Vfcu5p7cPcoVImKJ4gBhI,spotify:track:6Vfcu5p7cPcoVImKJ4gBhI,https://api.spotify.com/v1/tracks/6Vfcu5p7cPcoVImKJ4gBhI,https://api.spotify.com/v1/audio-analysis/6Vfcu5p7cPcoVImKJ4gBhI,400627,4,Mina do Condomínio,Seu Jorge
0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,audio_features,6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/tracks/6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/audio-analysis/6cREm4bV7V79Yxdilx9HDo,215160,4,Once In a While,Timeflies
0.7,0.914,2,-3.047,0,0.0539,0.168,0.0,0.761,0.776,149.918,audio_features,6e5byyKtx6R0h66gagelPe,spotify:track:6e5byyKtx6R0h66gagelPe,https://api.spotify.com/v1/tracks/6e5byyKtx6R0h66gagelPe,https://api.spotify.com/v1/audio-analysis/6e5byyKtx6R0h66gagelPe,144298,4,Quando Apaga A Luz - Ao Vivo,Gustavo Mioto
0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,audio_features,6n4U3TlzUGhdSFbUUhTvLP,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,276147,4,Walk It Talk It,Migos
0.57,0.873,5,-5.188,0,0.07,0.00853,0.0,0.365,0.236,125.086,audio_features,6siDDghVE7fxel5o7fE4OF,spotify:track:6siDDghVE7fxel5o7fE4OF,https://api.spotify.com/v1/tracks/6siDDghVE7fxel5o7fE4OF,https://api.spotify.com/v1/audio-analysis/6siDDghVE7fxel5o7fE4OF,171133,4,Sweater Weather,Gaullin
0.8,0.512,7,-12.23,0,0.257,0.405,0.0,0.132,0.571,169.961,audio_features,77ZdmKBiQACXRpe16JwkDy,spotify:track:77ZdmKBiQACXRpe16JwkDy,https://api.spotify.com/v1/tracks/77ZdmKBiQACXRpe16JwkDy,https://api.spotify.com/v1/audio-analysis/77ZdmKBiQACXRpe16JwkDy,175037,4,É Sempre Assim,MC Gui Andrade
0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,audio_features,7pYfyrMNPn3wtoCyqcTVoI,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/audio-analysis/7pYfyrMNPn3wtoCyqcTVoI,201493,4,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5
0.809,0.617,4,-7.55,0,0.297,0.52,0.0,0.17,0.506,130.055,audio_features,7waYsXxo3ckAAaLbnxtmjq,spotify:track:7waYsXxo3ckAAaLbnxtmjq,https://api.spotify.com/v1/tracks/7waYsXxo3ckAAaLbnxtmjq,https://api.spotify.com/v1/audio-analysis/7waYsXxo3ckAAaLbnxtmjq,271385,4,Lip Tint,Xamã
0.497,0.48,6,-4.286,0,0.0898,0.793,0.000102,0.368,0.454,102.001,audio_features,60foquI0jndvp1YJEJrU0A,spotify:track:60foquI0jndvp1YJEJrU0A,https://api.spotify.com/v1/tracks/60foquI0jndvp1YJEJrU0A,https://api.spotify.com/v1/audio-analysis/60foquI0jndvp1YJEJrU0A,140308,3,Mega a Cura Antidepressiva,DJ Wesley Gonzaga
0.7,0.359,3,-9.785,0,0.208,0.375,0.0,0.153,0.879,85.621,audio_features,1JQ1ylL2JEjC6Ib7IJgOvS,spotify:track:1JQ1ylL2JEjC6Ib7IJgOvS,https://api.spotify.com/v1/tracks/1JQ1ylL2JEjC6Ib7IJgOvS,https://api.spotify.com/v1/audio-analysis/1JQ1ylL2JEjC6Ib7IJgOvS,161366,4,Coração Amoleceu,Mc Don Juan
0.562,0.987,1,-2.186,0,0.161,0.323,0.0,0.778,0.765,188.143,audio_features,1xPLY8mJWwaWC8bxmkvttG,spotify:track:1xPLY8mJWwaWC8bxmkvttG,https://api.spotify.com/v1/tracks/1xPLY8mJWwaWC8bxmkvttG,https://api.spotify.com/v1/audio-analysis/1xPLY8mJWwaWC8bxmkvttG,196885,4,Não Tô Valendo Nada - Ao Vivo,Henrique & Juliano
0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,audio_features,09IOPhEh1OMe0HD9b36FJk,spotify:track:09IOPhEh1OMe0HD9b36FJk,https://api.spotify.com/v1/tracks/09IOPhEh1OMe0HD9b36FJk,https://api.spotify.com/v1/audio-analysis/09IOPhEh1OMe0HD9b36FJk,246987,4,Over Now,Post Malone
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,audio_features,0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,267080,4,Don't Stop The Music,Rihanna
0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,audio_features,0DlHQxrVijRqVUfuS6PKaY,spotify:track:0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/tracks/0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/audio-analysis/0DlHQxrVijRqVUfuS6PKaY,185000,4,Deixa de Onda (Porra Nenhuma),DENNIS
0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,audio_features,0GX5oOKtU0nnx5OkhenW2i,spotify:track:0GX5oOKtU0nnx5OkhenW2i,https://api.spotify.com/v1/tracks/0GX5oOKtU0nnx5OkhenW2i,https://api.spotify.com/v1/audio-analysis/0GX5oOKtU0nnx5OkhenW2i,234360,4,Closer,Ne-Yo
0.722,0.531,9,-2.729,1,0.081,0.142,0.0,0.114,0.487,130.069,audio_features,0THt0HoJIoPR0OC8W8AmOQ,spotify:track:0THt0HoJIoPR0OC8W8AmOQ,https://api.spotify.com/v1/tracks/0THt0HoJIoPR0OC8W8AmOQ,https://api.spotify.com/v1/audio-analysis/0THt0HoJIoPR0OC8W8AmOQ,153308,4,Ô Garota (feat. DogBeat),JC NO BEAT
0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453,4,Love You Like A Love Song,Selena Gomez & The Scene
0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,audio_features,1dg3qy5DjoJodawfOCgrTP,spotify:track:1dg3qy5DjoJodawfOCgrTP,https://api.spotify.com/v1/tracks/1dg3qy5DjoJodawfOCgrTP,https://api.spotify.com/v1/audio-analysis/1dg3qy5DjoJodawfOCgrTP,232048,4,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay
0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,audio_features,1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,219160,4,My Way,Calvin Harris
0.758,0.694,1,-4.691,1,0.0355,0.448,0.00053,0.23,0.597,127.987,audio_features,1zKwALimQNglZNu1enwzcx,spotify:track:1zKwALimQNglZNu1enwzcx,https://api.spotify.com/v1/tracks/1zKwALimQNglZNu1enwzcx,https://api.spotify.com/v1/audio-analysis/1zKwALimQNglZNu1enwzcx,180000,4,Tapão da Raba - Remix,Mark Diaz
0.711,0.59,6,-5.967,0,0.271,0.26,1.83e-06,0.0798,0.702,86.429,audio_features,24R0oyjvhV4HIFFvoK3XkP,spotify:track:24R0oyjvhV4HIFFvoK3XkP,https://api.spotify.com/v1/tracks/24R0oyjvhV4HIFFvoK3XkP,https://api.spotify.com/v1/audio-analysis/24R0oyjvhV4HIFFvoK3XkP,121384,5,TUMBÁTUM,Tropa do Bruxo
0.607,0.865,8,-3.63,0,0.094,0.0913,0.0,0.354,0.545,135.489,audio_features,2CKg2u26mtyRYodwbxmA8l,spotify:track:2CKg2u26mtyRYodwbxmA8l,https://api.spotify.com/v1/tracks/2CKg2u26mtyRYodwbxmA8l,https://api.spotify.com/v1/audio-analysis/2CKg2u26mtyRYodwbxmA8l,162960,4,Decide Aí - Na Praia / Ao Vivo,Matheus & Kauan
0.743,0.749,7,-5.793,0,0.0452,0.0432,8.53e-06,0.191,0.385,122.929,audio_features,2FCCdZhFIpM1tnTA8UFzZF,spotify:track:2FCCdZhFIpM1tnTA8UFzZF,https://api.spotify.com/v1/tracks/2FCCdZhFIpM1tnTA8UFzZF,https://api.spotify.com/v1/audio-analysis/2FCCdZhFIpM1tnTA8UFzZF,201290,4,Blue Sky,CAZZETTE
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,audio_features,2LEF1A8DOZ9wRYikWgVlZ8,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8,248133,4,Good Feeling,Flo Rida
0.682,0.873,6,-4.163,1,0.0449,0.402,0.0,0.0946,0.964,150.006,audio_features,2aJm1uVFVtTlbEXSIxcOAs,spotify:track:2aJm1uVFVtTlbEXSIxcOAs,https://api.spotify.com/v1/tracks/2aJm1uVFVtTlbEXSIxcOAs,https://api.spotify.com/v1/audio-analysis/2aJm1uVFVtTlbEXSIxcOAs,147072,4,Aquelas Coisas,João Gomes
0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,audio_features,2uwnP6tZVVmTovzX5ELooy,spotify:track:2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/tracks/2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/audio-analysis/2uwnP6tZVVmTovzX5ELooy,241160,4,Power Trip (feat. Miguel),J. Cole
0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,audio_features,35RJhm1pEovTBwnNR0zWad,spotify:track:35RJhm1pEovTBwnNR0zWad,https://api.spotify.com/v1/tracks/35RJhm1pEovTBwnNR0zWad,https://api.spotify.com/v1/audio-analysis/35RJhm1pEovTBwnNR0zWad,218902,4,GREECE (feat. Drake),DJ Khaled
0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,audio_features,38iU2jg98IZZEIJPrP7aWD,spotify:track:38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/tracks/38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/audio-analysis/38iU2jg98IZZEIJPrP7aWD,237947,4,Till the World Ends,Britney Spears
0.758,0.695,0,-5.453,0,0.101,0.237,0.0,0.0817,0.746,147.081,audio_features,3J2dWPo6aN0mwJFcg1aW4e,spotify:track:3J2dWPo6aN0mwJFcg1aW4e,https://api.spotify.com/v1/tracks/3J2dWPo6aN0mwJFcg1aW4e,https://api.spotify.com/v1/audio-analysis/3J2dWPo6aN0mwJFcg1aW4e,264057,4,Na Onda do Gin,WC no Beat
0.79,0.45,8,-7.571,0,0.195,0.335,0.0,0.125,0.273,98.064,audio_features,3LmuxO8mh3wwIfRUqHJFFy,spotify:track:3LmuxO8mh3wwIfRUqHJFFy,https://api.spotify.com/v1/tracks/3LmuxO8mh3wwIfRUqHJFFy,https://api.spotify.com/v1/audio-analysis/3LmuxO8mh3wwIfRUqHJFFy,235703,4,I'm The Man,50 Cent
0.832,0.843,7,-6.125,1,0.242,0.362,0.0,0.161,0.549,140.996,audio_features,3ZSqh50XvrZ80rDuSjZVrf,spotify:track:3ZSqh50XvrZ80rDuSjZVrf,https://api.spotify.com/v1/tracks/3ZSqh50XvrZ80rDuSjZVrf,https://api.spotify.com/v1/audio-analysis/3ZSqh50XvrZ80rDuSjZVrf,103839,4,Whistle,Riko Rose
0.812,0.67,5,-6.385,0,0.0565,0.0218,0.0,0.0518,0.439,137.038,audio_features,4EnwhEyuVrC1CgvSur5YL4,spotify:track:4EnwhEyuVrC1CgvSur5YL4,https://api.spotify.com/v1/tracks/4EnwhEyuVrC1CgvSur5YL4,https://api.spotify.com/v1/audio-analysis/4EnwhEyuVrC1CgvSur5YL4,198320,4,Bet On It,Troy
0.514,0.7,7,-6.827,1,0.0604,0.0021,0.00952,0.386,0.164,176.926,audio_features,574kOxVgCcy70oq623rvPE,spotify:track:574kOxVgCcy70oq623rvPE,https://api.spotify.com/v1/tracks/574kOxVgCcy70oq623rvPE,https://api.spotify.com/v1/audio-analysis/574kOxVgCcy70oq623rvPE,213559,3,Pour Over,Vintage Culture
0.874,0.499,11,-6.158,0,0.368,0.296,0.0,0.0767,0.93,139.991,audio_features,5R1vwlDOgaUw5vRcxszxpM,spotify:track:5R1vwlDOgaUw5vRcxszxpM,https://api.spotify.com/v1/tracks/5R1vwlDOgaUw5vRcxszxpM,https://api.spotify.com/v1/audio-analysis/5R1vwlDOgaUw5vRcxszxpM,97714,4,Eu Fiz um Jet Com a Irmã do Parça Vs Beat Risada,DJ LD DOS PREDIN
0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,audio_features,5SkRLpaGtvYPhw02vZhQQ9,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/tracks/5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/audio-analysis/5SkRLpaGtvYPhw02vZhQQ9,223507,4,All Falls Down,Kanye West
0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,audio_features,5YPMEOJ58kfl56VHxTgwx3,spotify:track:5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3,https://api.spotify.com/v1/audio-analysis/5YPMEOJ58kfl56VHxTgwx3,201000,4,Play Hard (feat. Ne-Yo & Akon),David Guetta
0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,audio_features,5jnxxpX2834SB6LJ0S73Uz,spotify:track:5jnxxpX2834SB6LJ0S73Uz,https://api.spotify.com/v1/tracks/5jnxxpX2834SB6LJ0S73Uz,https://api.spotify.com/v1/audio-analysis/5jnxxpX2834SB6LJ0S73Uz,299333,4,Lollipop,Lil Wayne
